0.0,0.0,0.4436304
0.0,0.072145835,0.3454997
0.006559307,0.112374455,0.28097907
0.015325181,0.13454965,0.2365983
0.024229018,0.14645943,0.20648618
0.032394867,0.15255594,0.18549128
0.03955688,0.15511276,0.17175919
0.04562746,0.15568036,0.1598948
0.05061513,0.15453418,0.15175135
0.054588325,0.15153067,0.14477266
0.057633996,0.14802305,0.1382675
0.05946861,0.14330399,0.13194312
0.060474,0.13805225,0.12633365
0.060779095,0.13167763,0.120497905
0.060263336,0.12543064,0.11472456
0.058835328,0.11873894,0.10825183
0.056922864,0.112404175,0.101429336
0.05482764,0.10583073,0.0946134
0.05248776,0.099312946,0.08817736
0.049914215,0.09273224,0.08241152
0.047220074,0.08591292,0.07633034
0.044350293,0.07984505,0.0704479
0.041422024,0.07377518,0.06461545
0.03854462,0.06742129,0.059127893
0.035632048,0.06164787,0.0543296
0.032900587,0.056346644,0.049651682
0.03032073,0.05165718,0.044738498
0.027740473,0.04683243,0.04041015
0.02437437,0.042363234,0.03671904
0.022677016,0.038377836,0.03308336
0.021224612,0.03466131,0.029818833
0.019947642,0.031279862,0.027232688
0.01868047,0.028133312,0.02470051
0.017732868,0.025392432,0.022641638
0.01677887,0.022934187,0.020795422
0.015771253,0.020844506,0.019058537
0.015005417,0.01895849,0.017219832
0.014455697,0.017203193,0.015644401
0.013968347,0.015709812,0.014336785
0.013470398,0.014318495,0.012950294
0.013052813,0.013083424,0.011997964
0.01264515,0.011957265,0.011031591
0.012248597,0.011000295,0.010201011
0.0118550435,0.010135275,0.009373853
0.011485335,0.009344734,0.008633027
0.0110631045,0.008654823,0.007949524
0.010637325,0.00799998,0.007335166
0.010284664,0.0073980247,0.0067987167
0.0099329315,0.006852169,0.0063307374
0.009499778,0.006367221,0.005853698
0.009141498,0.0059131067,0.005448548
0.008784678,0.005503012,0.0050969594
0.008434608,0.00513974,0.0047232113
0.008093678,0.004797481,0.0044167554
0.0077512087,0.0044840286,0.0041219895
0.007422278,0.004200593,0.003864904
0.0071035493,0.003940354,0.003574009
0.00679485,0.0036945902,0.0033395581
0.006499405,0.003458372,0.0031365391
0.0062156604,0.0032451448,0.0029545908
0.0059422655,0.0030514682,0.002778609
0.005681125,0.002875847,0.0025970147
0.005432462,0.002713847,0.0024512839
0.0051975828,0.0025592998,0.0023167483
0.00497666,0.0024183365,0.0021819943
0.0047426936,0.0022879785,0.0020447425
0.004547293,0.002165461,0.0019358278
0.0043610847,0.0020488878,0.0018356872
0.0041824267,0.001940179,0.0017382837
0.004011058,0.0018410371,0.0016504995
0.0038409792,0.0017496661,0.0015672448
0.0036858795,0.0016629834,0.0014905009
0.0034936643,0.0015831495,0.0014128068
0.003357948,0.0015081308,0.0013454233
0.0032288192,0.0014372325,0.0012731714
0.0031060039,0.0013697349,0.0012076714
0.0029884514,0.0013061011,0.0011488037
0.0028757986,0.0012437106,0.0010968416
0.002757218,0.001186486,0.0010463113
0.0026531147,0.001133588,0.0009991702
0.0025538362,0.0010839599,0.0009552964
0.002459292,0.0010375403,0.00091209717
0.0023556962,0.0009926979,0.00087338424
0.0022711367,0.00095113413,0.00083683844
0.0021898465,0.00091218797,0.00079723756
0.00211242,0.0008745254,0.00076446816
0.0020381385,0.0008387221,0.0007334481
0.0019667284,0.0008053834,0.0007040271
0.0018982746,0.00077386835,0.0006761788
0.0018326951,0.000744245,0.0006441486
0.0017699491,0.0007148684,0.0006193013
0.0017096248,0.0006869622,0.00059166405
0.0016516224,0.0006601383,0.0005691584
0.0015957094,0.0006344187,0.00054765656
0.001541701,0.0006103141,0.00052709336
0.0014897032,0.00058759423,0.0005074583
0.001439716,0.00056609063,0.00048873614
0.0013916943,0.0005456759,0.00047088548
0.0013455743,0.00052624784,0.0004538677
0.0013012798,0.00050773384,0.00043762958
