15.27,9.17
8.756666666666666,7.39
7.226666666666667,6.44
6.2683333333333335,6.08
5.586666666666667,5.42
4.898333333333333,5.03
4.608333333333333,4.99
4.245,4.68
4.03,4.58
3.8783333333333334,4.22
3.8,4.81
3.785,4.35
3.7333333333333334,5.01
4.288333333333333,4.41
4.141666666666667,4.98
15.101666666666667,13.24
7.538333333333333,18.5
18.175,27.49
24.758333333333333,12.96
13.508333333333333,12.66
19.441666666666666,28.33
39.263333333333335,41.17
40.87,43.04
41.58,36.75
33.656666666666666,31.73
34.39,34.71
34.70333333333333,31.7
32.875,34.59
32.70166666666667,29.51
31.471666666666668,31.6
33.445,38.21
40.54,36.1
37.56666666666667,38.4
38.445,42.86
42.538333333333334,43.72
42.681666666666665,43.63
43.57666666666667,44.06
42.53333333333333,42.84
42.861666666666665,42.6
