0.01746442,0.5564699
0.16035426,0.18090916
0.11097791,0.06392192
0.068314396,0.026647147
0.047091566,0.0136658745
0.0333409,0.008268396
0.025122099,0.00552414
0.017064033,0.003895001
0.013526297,0.0027973878
0.010138894,0.0020412463
0.007798916,0.001497981
0.0056222235,0.0010988256
0.003652985,0.0008079608
0.0027894853,0.00057063287
0.0021259293,0.00042078595
0.001621503,0.00031868217
0.0012404652,0.00024408956
0.00095282536,0.00018906123
0.00073661155,0.00014754159
0.00057412486,0.000116020296
0.00045103495,9.169101e-05
0.00035671465,7.313863e-05
0.00028185875,5.8646998e-05
0.00022582884,4.7111676e-05
0.00018163084,3.806361e-05
0.00014672682,3.0874817e-05
0.00011901063,2.511626e-05
9.681919e-05,2.0486696e-05
7.897822e-05,1.6742817e-05
6.4531756e-05,1.3705874e-05
5.2850206e-05,1.1232749e-05
4.332448e-05,9.219435e-06
3.5574565e-05,7.5712323e-06
2.9219676e-05,6.2243466e-06
2.4034427e-05,5.119795e-06
1.9753275e-05,4.2140814e-06
1.6270556e-05,3.468609e-06
1.34023485e-05,2.8571856e-06
1.1034774e-05,2.3553698e-06
9.093578e-06,1.9410504e-06
0.012814713,1.59952e-06
0.0039007005,0.0011387767
0.0035843395,0.0008431948
0.0028798978,0.00076140807
0.0024266064,0.0007078809
0.0020852727,0.00068300136
0.001831152,0.00067414425
0.0016409847,0.0006758026
0.0014981632,0.0006851798
0.0013907923,0.0007011944
0.0013104476,0.00072346354
0.001250291,0.00075225846
0.0012063322,0.0007887668
0.0011770185,0.0008348292
0.0011592032,0.0008916448
