0.0,0.0,0.108633436
0.0,0.21025874,0.011776525
0.13011427,0.025151938,0.07926882
0.028228642,0.03765044,0.013773265
0.03880896,0.0085836835,0.012055074
0.01236576,0.0065073203,0.0043662786
0.009577267,0.0031970148,0.0035421164
0.0051372577,0.002485862,0.001691358
0.0025276972,0.0013741622,0.0013174979
0.0014803263,0.0009360735,0.0007983251
0.00091092684,0.0005633083,0.0005546219
0.0005624332,0.000382471,0.0003571149
0.000351685,0.0002517945,0.00024334199
0.00022088253,0.00017267598,0.00016590998
0.00014009773,0.00011698142,0.00011530168
8.9446614e-05,8.105693e-05,7.897737e-05
5.770717e-05,5.5446933e-05,5.4558397e-05
3.7296944e-05,3.826735e-05,3.7622132e-05
2.4117064e-05,2.6387737e-05,2.5923116e-05
1.5765365e-05,1.817968e-05,1.792438e-05
1.0365848e-05,1.2558323e-05,1.2383515e-05
6.852497e-06,8.673523e-06,8.569457e-06
4.5598e-06,5.9999693e-06,5.931824e-06
3.0462163e-06,4.1515527e-06,4.105619e-06
2.0471546e-06,2.8734046e-06,2.8439083e-06
1.3817943e-06,1.9895494e-06,1.97379e-06
9.35614e-07,1.3792104e-06,1.365128e-06
6.342114e-07,9.553494e-07,9.4577007e-07
4.3689803e-07,6.614875e-07,6.5698174e-07
2.936821e-07,4.600712e-07,4.530065e-07
2.0546823e-07,3.16787e-07,3.199045e-07
1.380292e-07,2.2324132e-07,2.1638787e-07
9.787338e-08,1.512434e-07,1.5301183e-07
6.6609324e-08,1.0735571e-07,1.0594879e-07
4.78466e-08,7.3903415e-08,7.334491e-08
2.9144594e-08,5.1069733e-08,5.11627e-08
2.292047e-08,3.6849357e-08,3.3606586e-08
1.5285043e-08,2.3501858e-08,2.7195776e-08
9.975156e-09,1.9418156e-08,1.8144366e-08
9.037189e-09,1.2975411e-08,1.2401374e-08
0.12385148,9.032977e-09,8.98678e-09
0.03663197,0.0060493634,0.0067736334
0.017554387,0.003280266,0.0054899747
0.007305258,0.004140701,0.0059296885
0.0050735106,0.0037252759,0.006115628
0.0032238988,0.002707247,0.0061168503
0.0026330512,0.0036303988,0.0068235095
0.0028258797,0.00416979,0.006267815
0.0029230064,0.0029970263,0.0048272884
0.0020489967,0.002774667,0.006557987
0.0018319463,0.0029653427,0.006536566
0.0025576917,0.0042301253,0.0058600474
0.0021923662,0.0034940727,0.007052143
0.0029457686,0.002875682,0.006620833
0.0017494891,0.0026089423,0.006519393
