"tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')"
"tensor(0., device='cuda:0')","tensor(0.1271, device='cuda:0')","tensor(0.1703, device='cuda:0')","tensor(0.2305, device='cuda:0')","tensor(0.2659, device='cuda:0')","tensor(0.3158, device='cuda:0')","tensor(0.3494, device='cuda:0')","tensor(0.3787, device='cuda:0')","tensor(0.4019, device='cuda:0')","tensor(0.4254, device='cuda:0')","tensor(0.4461, device='cuda:0')","tensor(0.4644, device='cuda:0')","tensor(0.4801, device='cuda:0')","tensor(0.4933, device='cuda:0')","tensor(0.5046, device='cuda:0')","tensor(0.5148, device='cuda:0')","tensor(0.5232, device='cuda:0')","tensor(0.5302, device='cuda:0')","tensor(0.5359, device='cuda:0')","tensor(0.5404, device='cuda:0')","tensor(0.5448, device='cuda:0')","tensor(0.5487, device='cuda:0')","tensor(0.5518, device='cuda:0')","tensor(0.5547, device='cuda:0')","tensor(0.5573, device='cuda:0')","tensor(0.5595, device='cuda:0')","tensor(0.5615, device='cuda:0')","tensor(0.5634, device='cuda:0')","tensor(0.5649, device='cuda:0')","tensor(0.5665, device='cuda:0')","tensor(0.5680, device='cuda:0')","tensor(0.5694, device='cuda:0')","tensor(0.5708, device='cuda:0')","tensor(0.5721, device='cuda:0')","tensor(0.5733, device='cuda:0')","tensor(0.5744, device='cuda:0')","tensor(0.5755, device='cuda:0')","tensor(0.5765, device='cuda:0')","tensor(0.5774, device='cuda:0')","tensor(0.5783, device='cuda:0')","tensor(0.5790, device='cuda:0')","tensor(0.5797, device='cuda:0')","tensor(0.5804, device='cuda:0')","tensor(0.5811, device='cuda:0')","tensor(0.5817, device='cuda:0')","tensor(0.5822, device='cuda:0')","tensor(0.5828, device='cuda:0')","tensor(0.5833, device='cuda:0')","tensor(0.5838, device='cuda:0')","tensor(0.5842, device='cuda:0')","tensor(0.5846, device='cuda:0')","tensor(0.5849, device='cuda:0')","tensor(0.5852, device='cuda:0')","tensor(0.5855, device='cuda:0')","tensor(0.5857, device='cuda:0')","tensor(0.5860, device='cuda:0')","tensor(0.5862, device='cuda:0')","tensor(0.5864, device='cuda:0')","tensor(0.5866, device='cuda:0')","tensor(0.5868, device='cuda:0')","tensor(0.5869, device='cuda:0')","tensor(0.5871, device='cuda:0')","tensor(0.5872, device='cuda:0')","tensor(0.5873, device='cuda:0')","tensor(0.5875, device='cuda:0')","tensor(0.5876, device='cuda:0')","tensor(0.5877, device='cuda:0')","tensor(0.5878, device='cuda:0')","tensor(0.5879, device='cuda:0')","tensor(0.5879, device='cuda:0')","tensor(0.5880, device='cuda:0')","tensor(0.5881, device='cuda:0')","tensor(0.5881, device='cuda:0')","tensor(0.5882, device='cuda:0')","tensor(0.5882, device='cuda:0')","tensor(0.5883, device='cuda:0')","tensor(0.5883, device='cuda:0')","tensor(0.5884, device='cuda:0')","tensor(0.5884, device='cuda:0')","tensor(0.5885, device='cuda:0')","tensor(0.5885, device='cuda:0')","tensor(0.5885, device='cuda:0')","tensor(0.5886, device='cuda:0')","tensor(0.5886, device='cuda:0')","tensor(0.5886, device='cuda:0')","tensor(0.5886, device='cuda:0')","tensor(0.5887, device='cuda:0')","tensor(0.5887, device='cuda:0')","tensor(0.5887, device='cuda:0')","tensor(0.5887, device='cuda:0')","tensor(0.5887, device='cuda:0')","tensor(0.5887, device='cuda:0')","tensor(0.5888, device='cuda:0')","tensor(0.5888, device='cuda:0')","tensor(0.5888, device='cuda:0')","tensor(0.5888, device='cuda:0')","tensor(0.5888, device='cuda:0')","tensor(0.5888, device='cuda:0')","tensor(0.5888, device='cuda:0')","tensor(0.5888, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5889, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')","tensor(0.5890, device='cuda:0')"
"tensor(0., device='cuda:0')","tensor(0.0575, device='cuda:0')","tensor(0.0689, device='cuda:0')","tensor(0.1059, device='cuda:0')","tensor(0.1165, device='cuda:0')","tensor(0.1279, device='cuda:0')","tensor(0.1325, device='cuda:0')","tensor(0.1307, device='cuda:0')","tensor(0.1292, device='cuda:0')","tensor(0.1275, device='cuda:0')","tensor(0.1259, device='cuda:0')","tensor(0.1220, device='cuda:0')","tensor(0.1178, device='cuda:0')","tensor(0.1112, device='cuda:0')","tensor(0.1041, device='cuda:0')","tensor(0.0958, device='cuda:0')","tensor(0.0863, device='cuda:0')","tensor(0.0770, device='cuda:0')","tensor(0.0682, device='cuda:0')","tensor(0.0598, device='cuda:0')","tensor(0.0520, device='cuda:0')","tensor(0.0447, device='cuda:0')","tensor(0.0380, device='cuda:0')","tensor(0.0318, device='cuda:0')","tensor(0.0259, device='cuda:0')","tensor(0.0205, device='cuda:0')","tensor(0.0155, device='cuda:0')","tensor(0.0112, device='cuda:0')","tensor(0.0073, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.0009, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')","tensor(0., device='cuda:0')"
