66.64833333333333,44.36
36.30166666666667,28.99
26.66,23.02
21.881666666666668,19.59
19.553333333333335,16.97
17.543333333333333,15.87
16.275,15.21
15.663333333333334,14.71
15.203333333333333,13.6
14.821666666666667,14.2
14.548333333333334,13.18
14.235,13.35
14.05,12.99
14.11,13.4
14.056666666666667,13.67
13.67,13.27
13.771666666666667,13.38
13.895,13.13
13.995,13.47
13.846666666666666,13.29
14.165,13.76
14.438333333333333,13.4
14.898333333333333,13.96
15.583333333333334,14.65
15.838333333333333,15.22
15.965,15.43
15.856666666666667,15.33
16.273333333333333,15.96
16.71,16.6
17.696666666666665,17.1
17.705,16.4
17.798333333333332,17.44
19.888333333333332,20.53
22.205,21.72
22.26,21.52
22.321666666666665,22.13
23.346666666666668,22.19
23.121666666666666,23.66
24.341666666666665,24.0
23.72,22.43
23.735,23.23
23.608333333333334,24.28
22.996666666666666,22.25
23.248333333333335,22.79
22.61,21.71
21.628333333333334,21.51
21.055,20.85
20.131666666666668,18.85
18.72833333333333,18.25
17.89,17.14
16.558333333333334,15.37
16.52166666666667,15.94
16.175,15.09
15.18,13.85
14.606666666666667,14.18
14.121666666666666,13.62
14.193333333333333,13.86
13.876666666666667,13.3
13.775,13.48
14.313333333333333,13.82
13.565,13.09
13.691666666666666,12.74
13.558333333333334,12.85
13.566666666666666,13.65
13.926666666666666,13.34
13.256666666666666,12.66
13.011666666666667,12.3
13.153333333333334,12.1
13.398333333333333,12.92
13.661666666666667,13.01
13.671666666666667,13.33
13.756666666666666,13.05
13.591666666666667,12.81
13.731666666666667,13.1
13.961666666666666,13.13
14.068333333333333,13.61
14.526666666666667,13.77
14.388333333333334,13.63
14.516666666666667,14.11
14.28,13.41
